id,beneficio_id,pessoa_id,status_adesao,observacoes,created_at,updated_at
042bb298-8877-46f1-b2ed-f52c3a10a8b3,c1308be8-ec81-4f44-9426-a7024187d753,0b68af5f-14c9-4620-a98f-bd54f2d8d3be,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
b2200edc-5a45-4cb0-85d4-486f3e3ced72,c1308be8-ec81-4f44-9426-a7024187d753,437f8f7c-d129-470b-b704-a8dbad296240,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
d5584e1f-bbe9-4084-b29c-1ba9aa1ebf8d,260d2246-10b1-4fc6-a804-e3c984b511f0,437f8f7c-d129-470b-b704-a8dbad296240,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
44b53a36-44ac-431b-98ad-b8b88b9ef6a7,260d2246-10b1-4fc6-a804-e3c984b511f0,faf9d04d-71b8-4b1f-bbb4-3c2cceaf512d,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
615da027-701c-4852-9fa5-462d9d8ce921,c1308be8-ec81-4f44-9426-a7024187d753,988641ba-8f64-43b2-b4b0-8c9851086a6e,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
573c450e-b1d7-445a-9c06-2687edf95a99,260d2246-10b1-4fc6-a804-e3c984b511f0,988641ba-8f64-43b2-b4b0-8c9851086a6e,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
ece6cc5f-66d0-4fad-8c79-0d10c7a427ad,c1308be8-ec81-4f44-9426-a7024187d753,dd9464f9-5bc1-49e8-a572-9aebdc3694fa,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
f1966225-ab5d-4a09-8035-d57dc4892b1d,260d2246-10b1-4fc6-a804-e3c984b511f0,dd9464f9-5bc1-49e8-a572-9aebdc3694fa,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
dd3e5f1c-7f3e-44e5-8c86-a6d247dd4239,260d2246-10b1-4fc6-a804-e3c984b511f0,a610aa08-d0fe-4689-8c77-a0bfe715e63d,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
1181e504-2996-43dc-8181-39d60f6ab5f2,260d2246-10b1-4fc6-a804-e3c984b511f0,04176573-30e1-45fe-bc32-c41e0ded4475,Concluído,,2026-04-01T20:02:26+00:00,2026-04-01T20:02:26+00:00
