id,pessoa_id,tipo_admissao_id,tipo_contrato,n1_id,n2_id,n3_id,responsavel_rh_id,cargo_id,beneficios_ids,status_dados_pessoais,etapa_atual_id,created_at,updated_at,observacao,gestor_id,primeiro_emprego_clt
e69a2046-cecc-46e4-8d2f-9638157cd3bf,feb1bfbd-a38a-451c-a3d4-aba5d1dfaa36,,Pessoa Jurídica,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
82dc33bf-0e32-468c-abd6-8a3c11af5b71,f72191de-e634-450b-96bc-3d3b52e868a7,,Pessoa Jurídica,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
b416d19b-ba7c-4818-8829-f047b81fd08f,,,,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
f2052ad5-400b-46b5-92dd-b31be6998c44,,,,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
430e6bd8-7f27-4e26-a981-475b43fe6207,ec508ead-163b-49cb-8e8b-4aa9598243e5,,Pessoa Jurídica,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
8084731a-0115-4203-8e64-176961e5e5ca,001f04f0-beaf-4098-bcb0-b048374ce32f,,Pessoa Jurídica,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
daff0fda-f442-4b88-815f-046aebcdd0c9,4d9c09cf-ea7b-4ad9-8a95-a14f8946beb2,,PJ,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
036d8b9d-528d-410d-9904-04ce7fc6744f,,,PJ,,,,,,,Aguardando Informações,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
eda989b0-4960-4610-a2c5-78a502fbc55b,8f7f08c9-5b8d-47c4-900a-b4c167181ac4,,Pessoa Jurídica,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
03d51a1e-d010-4c86-8074-480fc5b8d4c6,567f7cf4-ece5-4d1f-8dbe-805a0e4c81e4,,Pessoa Jurídica,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
2afcf9fe-3cc9-4fe9-bc84-d1e23e8306e4,e3a505eb-d220-42fd-be38-ee59a23d78eb,,Estágio,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
54e71038-9b73-451b-bf16-3a7f49129b46,81426015-035f-420e-b4f0-36422ec6fd6b,,PJ,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
e148254e-840c-409a-b8a6-c118d08b55a9,22772011-b44b-4870-90c2-770ee1d1c668,,PJ,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
bf502394-cfa1-4f0e-bba5-40bb3bc85202,0ba763c5-3496-411c-9819-683f19f2813d,,PJ,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
54afca1a-d201-476c-87a7-595e8255c8d3,0d6ba27f-9747-4aec-8b37-0ad3c5eda611,,PJ,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,2c9242c8-0803-40db-ba27-d1637c018242,false
67ce989f-d71f-4bdb-a394-eff66e95c699,0fb1b223-a6ab-4d3b-97ce-e62e8ff4e5ee,,Pessoa Jurídica,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,7673125c-83da-4b54-98b6-1765324891f4,false
72fc188a-324d-42db-b0da-70757060e3db,4815549d-bdc4-4ac2-af46-babb873fa0f2,,Pessoa Jurídica,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
39aacd2b-77e4-4ab7-ab32-e4c66bb87abe,af62204e-ea14-43fa-a4bd-1e89898a0a43,,PJ,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,,false
8bab911b-f586-4079-bf13-4e8e147b331d,ab33a624-f93e-4415-a82e-e044f80fb827,,PJ,,,,,,,Nova solicitação,,2026-03-30T18:45:08+00:00,2026-03-30T18:45:08+00:00,,c51df459-9c1f-4108-9dd4-55215d952710,false
